text,count,percentage
https://www.r-project.org,1,0.36
https://pandoc.org/installing.html,1,0.36
https://github.com/FlorianRhiem/VFRendering,1,0.36
http://www.scipy.org/,1,0.36
http://code.google.com/p/sympy/,1,0.36
http://matplotlib.org/,1,0.36
http://readthedocs.org/docs/nose/en/latest/,1,0.36
http://theochem.github.io/horton/2.0.1/index.html,1,0.36
https://git-lfs.github.com/,1,0.36
https://github.com/common-workflow-language/cwltool,1,0.36
https://www.ansible.com/,1,0.36
https://www.docker.com/,1,0.36
https://www.minio.io,1,0.36
https://www.ansible.com,1,0.36
https://github.com/conda-forge/miniforge/releases,1,0.36
https://conda-forge.org/miniforge/,1,0.36
https://winpython.github.io/,1,0.36
https://snakemake.readthedocs.io/en/stable/,1,0.36
https://mamba.readthedocs.io/en/latest/,1,0.36
https://mamba.readthedocs.io/en/latest/user_guide/micromamba.html,1,0.36
https://www.virtualbox.org,1,0.36
https://www.google.nl/search?q=install+maven,1,0.36
